sample_id,category,original_text,plaintext_length
6604,Login Credentials,"Username: ysmith, Password: 4)V6Jd@p1B",38
6605,PII,585.210.5330,12
6606,Legal and Medical Text,Legal Clause: Her magazine too general.,39
6607,Legal and Medical Text,Prescription: Surface really thank center.,42
6608,Chat Messages,Hey Malik! Hotel improve design opportunity. 👍,46
6609,Financial Data,Transaction: PLN 213.94 for Distributed human-resource knowledgebase,68
6610,Legal and Medical Text,Compliance: College boy total a cause.,38
6611,Login Credentials,"Username: daniellemorris, Password: clYIp0hd#0",46
6612,Login Credentials,"Username: pauljulia, Password: yPb3ZLdi%#",41
6613,Legal and Medical Text,Compliance: Stock hundred century for pay defense offer.,56
6614,Authentication Tokens,Session Token: 30d7cce2c3e7eeede1c2cf3c42ade1eaa004d6772ac87919af583cc243c60240,79
6615,Login Credentials,PIN: 114,8
6616,Financial Data,Transaction: STD 201.45 for Cloned upward-trending knowledgebase,64
6617,PII,001-951-581-3040x366,20
6618,Legal and Medical Text,Compliance: Decide civil week safe.,35
6619,Chat Messages,Multilingual: Author decade blue everybody century stuff computer world. ta,75
6620,Chat Messages,Hey Daniel! Both opportunity expert care speech my. 😊,53
6621,Chat Messages,Concern manage force along become real term management.,55
6622,Chat Messages,Record final simply today born myself. Of heavy key my consider may day.,72
6623,PII,6772668128,10
6624,PII,001-340-809-3437x69520,22
6625,Authentication Tokens,OAuth Token: 815a84844e1f528cfca324aa7d58013633fb74b6,53
6626,Legal and Medical Text,Legal Clause: Knowledge language hotel traditional service stage.,65
6627,Legal and Medical Text,Compliance: Conference land such born exist.,44
6628,Financial Data,Transaction: ALL 86.45 for Fully-configurable 24/7 groupware,60
6629,Authentication Tokens,OAuth Token: 829a5af09988e70035da527d01d9f783c94168e4,53
6630,PII,"9169 Dillon Mall
South Stevenview, ME 56345",43
6631,Login Credentials,"Username: sheila11, Password: Gxg)J4Aj05",40
6632,Login Credentials,PIN: 5967,9
6633,Login Credentials,PIN: 4271,9
6634,Legal and Medical Text,Legal Clause: Most direction usually sign.,42
6635,Business/Internal Notes,Project Update: Whole soldier end term military partner maintain whole.,71
6636,Legal and Medical Text,Prescription: Million by near wide not off.,43
6637,Financial Data,GB34WSZP29395435755799,22
6638,Financial Data,Transaction: MAD 934.97 for Decentralized content-based moratorium,66
6639,Legal and Medical Text,Prescription: Property work garden every article skill.,55
6640,Authentication Tokens,OAuth Token: 938fa367c6d2d7b38cc527c06a0d225c77fee51c,53
6641,Authentication Tokens,API Key: 5af22294-f753-4804-874d-58a96c19e6aa,45
6642,Legal and Medical Text,Prescription: Wrong easy him western art.,41
6643,Business/Internal Notes,Decision: Care property bar enough continue major.,50
6644,Business/Internal Notes,Meeting Summary: Research simple main audience be.,50
6645,Login Credentials,PIN: 9669,9
6646,Authentication Tokens,OAuth Token: e5584329d837d7900dcaadcd798128a2f2c05940,53
6647,Login Credentials,"Username: pjackson, Password: 2^9HEX&y6i",40
6648,Financial Data,"Account No: KJSG35589541882972 at Lopez, Robertson and Adams",60
6649,Chat Messages,Hey Cheryl! Up international field word movie bank open. 😊,58
6650,Chat Messages,Multilingual: Similar by with occur year phone. ha,50
6651,Legal and Medical Text,Prescription: Popular section build fast well.,46
6652,Financial Data,Credit Card: 3521586657291730,29
6653,Login Credentials,"Username: stephensjohn, Password: Dk5Qii@rr!",44
6654,Legal and Medical Text,Prescription: Evidence response nation remain security dream change.,68
6655,Legal and Medical Text,Compliance: Natural human group practice with beautiful lawyer.,63
6656,Chat Messages,Multilingual: Each field simply machine. be,43
6657,Login Credentials,PIN: 7672,9
6658,Chat Messages,Multilingual: Face there work second share. br,46
6659,Legal and Medical Text,Compliance: Offer tonight compare note modern reduce.,53
6660,Business/Internal Notes,Decision: Consider game how range around there industry.,56
6661,Chat Messages,Hey Seth! Age indicate note box exist. 😊,40
6662,Legal and Medical Text,Legal Clause: Machine garden cut yet series including decide.,61
6663,Financial Data,Account No: AEBX97223363947806 at Williams-Patton,49
6664,Login Credentials,"Username: lsmith, Password: _bT3iB#qUh",38
6665,Login Credentials,"Username: danielleperkins, Password: F2MZ8uVP$L",47
6666,PII,1992-10-31,10
6667,Login Credentials,PIN: 8190,9
6668,Financial Data,Transaction: MMK 571.96 for Open-source static projection,57
6669,Authentication Tokens,Session Token: f102a6cb8173144150bac6ac15b0fcf3095b4d4d42e2d046ff68e5a041c86eab,79
6670,PII,Brandon Castro,14
6671,Business/Internal Notes,Decision: Customer begin above life history very.,49
6672,Login Credentials,PIN: 9947,9
6673,Authentication Tokens,OAuth Token: 0ab5af0def2dc76c554528c60a962458522a7ece,53
6674,Authentication Tokens,OAuth Token: 0bfb7c563b6f87a7ff22177ff1fe3a680484d02f,53
6675,Authentication Tokens,OAuth Token: 40bde03f9f5fa10b82383fbe0838087bc3276d64,53
6676,Financial Data,Credit Card: 4600026626302,26
6677,Chat Messages,Multilingual: Owner hit white standard report. mg,49
6678,PII,"66054 Whitaker Neck
East Caitlinchester, AL 50523",49
6679,Business/Internal Notes,Decision: Easy treatment case this send.,40
6680,Authentication Tokens,OAuth Token: 1eabf0434b7226aa1ddb008df38d169b737df69a,53
6681,Business/Internal Notes,Project Update: Check radio partner full suggest.,49
6682,Business/Internal Notes,Project Update: Behavior become front defense.,46
6683,Legal and Medical Text,Compliance: Page six step sit toward.,37
6684,Login Credentials,"Username: websterrachel, Password: f9Az!Ejy&q",45
6685,Business/Internal Notes,Meeting Summary: Too serious meeting every artist plan.,55
6686,Login Credentials,PIN: 5329,9
6687,Legal and Medical Text,Legal Clause: Write should onto research amount keep.,53
6688,Chat Messages,Cost institution least style clearly. Official keep project low station animal share.,85
6689,Business/Internal Notes,Decision: Letter bring food current.,36
6690,PII,"7744 Waller Spurs
West Christine, PA 53586",42
6691,Business/Internal Notes,Meeting Summary: Onto want treatment office.,44
6692,Authentication Tokens,OAuth Token: d946730212bce2b488b8f57ec3fea8628d55846c,53
6693,Chat Messages,Hey Michael! Paper join rule continue product true well. 😊,58
6694,Login Credentials,"Username: meghan44, Password: lXdXc2w8M@",40
6695,Authentication Tokens,OAuth Token: 17f6b436a1b16415c317f105238527bd42a5b434,53
6696,Authentication Tokens,API Key: 2d89535e-2ac1-4f5d-b052-c6ef2ee1bfc8,45
6697,Financial Data,"Account No: FKRD96726240594707 at Young, King and Anderson",58
6698,Login Credentials,PIN: 4027,9
6699,Legal and Medical Text,Compliance: Race place sort science something stock walk.,57
6700,Business/Internal Notes,Decision: Floor push trip role.,31
6701,Login Credentials,"Username: michaelkelly, Password: *EDwO0Yms3",44
6702,Legal and Medical Text,Compliance: Education affect plant quickly send create suddenly possible.,73
6703,Login Credentials,PIN: 9868,9
6704,Financial Data,GB94VNRG26976263374105,22
6705,Login Credentials,PIN: 2224,9
6706,Financial Data,GB34QCQQ43345974651978,22
6707,Authentication Tokens,Session Token: 44e53d15acd2436c0336648e7b1d9a760ab2a8f1d7310c015ec3c100a4a730c5,79
6708,Legal and Medical Text,Legal Clause: Black only opportunity general.,45
6709,Login Credentials,PIN: 9981,9
6710,Chat Messages,Fast money wish. Subject partner she beautiful.,47
6711,Financial Data,Transaction: DZD 318.05 for Integrated eco-centric capacity,59
6712,PII,"237 Wright Stravenue
East Laurenshire, CT 08360",47
6713,Authentication Tokens,OAuth Token: d146f2ecd6ba7cc067b4042ace83ffcbdf23b0d2,53
6714,Financial Data,"Account No: HKKW42891405773380 at Patel, Russo and Valdez",57
6715,Chat Messages,Multilingual: Send attention budget water. az,45
6716,PII,208-47-2973,11
6717,Financial Data,GB41JZWQ47513265783552,22
6718,Login Credentials,PIN: 3509,9
6719,Chat Messages,Hey Christopher! Democratic turn life travel development. 😂,59
6720,Chat Messages,Gun soon western fight five. Article material student as tough notice himself.,78
6721,Business/Internal Notes,Project Update: Whatever artist hold theory.,44
6722,Login Credentials,"Username: sallysmith, Password: hWBKf+hX$9",42
6723,Authentication Tokens,API Key: f43da969-b22c-48c3-8ec7-8c73a7721f75,45
6724,Legal and Medical Text,Compliance: Operation task attorney service.,44
6725,Login Credentials,"Username: ronald96, Password: (fK72Q0rHA",40
6726,Financial Data,Account No: WKZQ38716502982405 at Roberts LLC,45
6727,PII,381-63-9714,11
6728,Legal and Medical Text,Legal Clause: Itself line anyone price different.,49
6729,Business/Internal Notes,Meeting Summary: Item number especially fund.,45
6730,PII,"3144 Reyes Street
New Angelaview, NV 50067",42
6731,Authentication Tokens,OAuth Token: 433ef74d1eedc7c6558d17fadaa90bdd6428ca98,53
6732,Chat Messages,Hey Danielle! Sort amount rather. 😊,35
6733,Authentication Tokens,Session Token: cdf4994a8d8994f88b3e2ac1d3b8028ac46f102a46f47a93ea9f9cd5fb0dc871,79
6734,PII,Steven Smith,12
6735,Authentication Tokens,API Key: b31f5412-38d0-4a6c-83cf-75c1d39ee017,45
6736,Authentication Tokens,Session Token: 83b5ea15d1765d63dff93c4b06bd4fd4c9acb526edf620bbb74a5d0e42eabf00,79
6737,Business/Internal Notes,Meeting Summary: Relate stay citizen.,37
6738,Login Credentials,PIN: 955,8
6739,Authentication Tokens,API Key: 4d715117-bdf7-44df-be8c-8536bfdeb7ab,45
6740,Business/Internal Notes,Meeting Summary: Customer specific big walk nearly report allow.,64
6741,PII,+1-264-596-4065x311,19
6742,Legal and Medical Text,Prescription: Debate machine choice ball sell.,46
6743,Login Credentials,"Username: gail40, Password: IS1(BSAwf_",38
6744,Business/Internal Notes,Decision: Dog we difficult career raise car magazine.,53
6745,Chat Messages,Seem late ago successful care crime. Then name describe each budget.,68
6746,Business/Internal Notes,Project Update: Music available after beautiful example.,56
6747,Authentication Tokens,API Key: dc0c19d7-d6f9-49d1-8cc1-fdf6fb42d933,45
6748,Authentication Tokens,OAuth Token: b1fe5f10b5a7405d283bc037595301128950e46d,53
6749,Chat Messages,Hey Walter! Truth anyone girl enjoy. 😊,38
6750,Login Credentials,PIN: 5043,9
6751,Authentication Tokens,Session Token: b5d7f4c774990f07e6d09eeb1f4d82213b77173cea564aa2dd3cd9ae7097a754,79
6752,Financial Data,Transaction: ALL 690.73 for Adaptive disintermediate productivity,65
6753,Business/Internal Notes,Project Update: Growth move south same.,39
6754,Business/Internal Notes,Project Update: Enough it interest believe market.,50
6755,Login Credentials,"Username: ryan45, Password: #TcV5yRsw6",38
6756,Authentication Tokens,OAuth Token: 0f673c3b2c754dc06735e2beca117971b636ef94,53
6757,Login Credentials,"Username: pjones, Password: W&_14Wj7Th",38
6758,Authentication Tokens,Session Token: 56676b3d1b3937c0cc5fbccce8fa1c41fe69040f2908033439e4dae696179c63,79
6759,Legal and Medical Text,Legal Clause: Radio operation simply consumer poor question statement rock.,75
6760,Business/Internal Notes,Meeting Summary: Turn partner you another.,42
6761,Financial Data,Transaction: SYP 491.86 for De-engineered 6thgeneration archive,63
6762,Authentication Tokens,OAuth Token: 8201cac52029c956b4d49100ec0c5a2a62e16fe1,53
6763,Legal and Medical Text,Compliance: Fine per never early heavy somebody.,48
6764,Business/Internal Notes,Decision: Entire everything how responsibility wonder arrive send.,66
6765,Login Credentials,PIN: 8907,9
6766,Login Credentials,"Username: garygarcia, Password: DOThyO3+^9",42
6767,Authentication Tokens,Session Token: fd75671240a93f347a95d53d801b9ec930a8093192f41f9e642c0b7ea816d137,79
6768,Authentication Tokens,OAuth Token: 0850dee11b7bd08e37bc62030079a9fb227a838e,53
6769,Authentication Tokens,Session Token: a7afaa477cef4ae55d380560d1ce6607f30f4eaca38d714b134c8394c7d1fe28,79
6770,Legal and Medical Text,Legal Clause: Learn great dog already rich visit sort.,54
6771,PII,Donald Martinez,15
6772,Business/Internal Notes,Decision: Lose seek father their.,33
6773,Business/Internal Notes,Project Update: General clear fish idea project also way.,57
6774,Authentication Tokens,Session Token: 40af16f69e190a84cf81031dcb4d6288803898188995aa9813e6f1b4a42bf493,79
6775,PII,+1-892-234-1492x359,19
6776,Business/Internal Notes,Project Update: Individual question guess reflect.,50
6777,Financial Data,Account No: WIKE33800228301446 at Ramos-Rose,44
6778,Authentication Tokens,API Key: cdfa89ad-704f-4028-b504-02a11b97685b,45
6779,PII,"033 Edwards Ville Apt. 251
West Jennifer, FL 60712",50
6780,Authentication Tokens,API Key: aa384f8d-0615-4908-8bfb-0dd867e24d82,45
6781,Login Credentials,PIN: 8657,9
6782,Chat Messages,Hey Tiffany! Middle way hour body enter type million interesting. 👍,67
6783,Legal and Medical Text,Legal Clause: Wrong prove side everything floor region more.,60
6784,Financial Data,Account No: OMPL36610482395426 at Stephenson-Fletcher,53
6785,Login Credentials,PIN: 44,7
6786,Authentication Tokens,OAuth Token: a4656b0a1336bd4d962575167e04608a6578af4a,53
6787,Financial Data,GB61GJLJ16065421916410,22
6788,Legal and Medical Text,Legal Clause: Team animal election increase.,44
6789,Authentication Tokens,API Key: 5a88839c-3a79-4add-9457-caf3f0a525e9,45
6790,Legal and Medical Text,Legal Clause: Institution foreign join.,39
6791,Financial Data,Credit Card: 4479415220531549,29
6792,Authentication Tokens,OAuth Token: 3be11c48bc8ba28fc66032e12f656ee9f797609c,53
6793,Legal and Medical Text,Compliance: Vote share though toward concern left.,50
6794,PII,+1-705-681-1833x7259,20
6795,PII,454-94-2437,11
6796,Login Credentials,"Username: amberpatton, Password: veOjkmta+9",43
6797,Authentication Tokens,API Key: 661d3494-d760-426f-8e99-5b63b6f14153,45
6798,Chat Messages,Be bag middle. Move example environment management present ground.,66
6799,Legal and Medical Text,Compliance: Market according generation second knowledge.,57
6800,Business/Internal Notes,Decision: Positive two wonder story wear technology.,52
6801,Authentication Tokens,Session Token: 08cae582cf1d1818ab05b7ccd6922ddd0de73bdd5734ab2452829513b3850723,79
6802,Business/Internal Notes,Meeting Summary: Who sort design appear which.,46
6803,Login Credentials,PIN: 8088,9
6804,PII,1966-08-11,10
6805,Financial Data,"Account No: DTKP16758030866778 at Gonzalez, Edwards and Freeman",63
6806,Chat Messages,Hey Heather! Lawyer within improve price. 😊,43
6807,PII,2010-10-17,10
6808,Business/Internal Notes,Decision: Loss tend role conference.,36
6809,Legal and Medical Text,Prescription: Learn sell where direction court about customer.,62
6810,Financial Data,GB24SEGT84415694385765,22
6811,Financial Data,Account No: QZFB85029344759861 at Cannon Ltd,44
6812,Financial Data,"Account No: MTBK82580022272969 at Reid, Gray and Castaneda",58
6813,Chat Messages,Multilingual: Option game later social year. ia,47
